Title,Genre,User Rating,Number of Votes,Year,Runtime,Summary,genres_clean,era,rating_norm,popularity,feature_str,cluster,cluster_label
Chivalry of a Failed Knight,"Animation, Action, Fantasy",7.4,198.0,2015.0,24 min,"Another student wishes to be Ikki's pupil, but doesn't quite know how to ask. Despite her initial awkwardness, Ayatsuji proves to be a hard worker and talented with a sword.",animation  action  fantasy,twenty-tens,0.6951219512195121,0.4574971030354186,animation  action  fantasy twenty-tens,0,Animation & Drama
Chivalry of a Failed Knight,"Animation, Action, Fantasy",8.1,204.0,2015.0,24 min,Ikki's impending opponent might be the most difficult one yet. He'll have to rely on his skill and determination to help a friend rediscover their honor.,animation  action  fantasy,twenty-tens,0.7804878048780486,0.4674789097126261,animation  action  fantasy twenty-tens,0,Animation & Drama
Chivalry of a Failed Knight,"Animation, Action, Fantasy",8.0,196.0,2015.0,24 min,"In an effort to help Ayase and her father, Ikki challenges Kuraudo Kurashiki, a swordsman from Donro Academy with the nickname ""Sword Eater"".",animation  action  fantasy,twenty-tens,0.7682926829268292,0.4541028373143839,animation  action  fantasy twenty-tens,0,Animation & Drama
Yu-Gi-Oh!,"Animation, Adventure, Comedy",7.0,75.0,1998.0,24 min,"Yuugi is a shy boy who doesn't really have any friends. When he solves an ancient puzzle, it unleashes an alter ego that takes control of Yuugi when someone hurts him, and challenges them to a game called 'The Yami No Game'",animation  adventure  comedy,nineties,0.646341463414634,0.13404473726844518,animation  adventure  comedy nineties,7,Animation & Comedy
Yu-Gi-Oh!,"Animation, Adventure, Comedy",6.6,51.0,1998.0,24 min,"Yugi meets Seto Kaiba, a new student who is Duel Monsters expert and head of a corporation.",animation  adventure  comedy,nineties,0.597560975609756,0.006525048695798227,animation  adventure  comedy nineties,7,Animation & Comedy
Fairy Tail,"Animation, Action, Adventure",8.0,82.0,2009.0,24 min,"Sting and Rogue take down Jiemma. The battle between Mard Geer and Natsu and Gray rages on, until Mard unleashes a curse called memento Mori.",animation  action  adventure,two-thousands,0.7682926829268292,0.16365137384369516,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",8.1,79.0,2009.0,24 min,"The other guilds begin attacking the faces but to no avail. Gray and Natsu take down Mard Geer, but face has already activated. Will the appearance of surprise allies turn the tide of the battle?",animation  action  adventure,two-thousands,0.7804878048780486,0.15128079473104372,animation  action  adventure two-thousands,4,Animation & Action
Yu-Gi-Oh!,"Animation, Adventure, Comedy",6.7,57.0,1998.0,24 min,"A convict believed to be Tetsu Tasaki escapes from prison, leaving the city in a panic. Yugi Muto and his friends notice Anzu Mazaki has been behaving strange lately. Investigation causes them to get involved with the police search for the convict.",animation  adventure  comedy,nineties,0.6097560975609755,0.04321922663186204,animation  adventure  comedy nineties,7,Animation & Comedy
Chivalry of a Failed Knight,"Animation, Action, Fantasy",7.4,196.0,2015.0,24 min,"The director sends Ikki and Stella to a training camp. Stella was initially excited, believing she was going to spend alone time with Ikki, but it turns out they were sent to help the student council with cleaning up the training field. After cleaning, Stella insists in climbing up the mountains to view the waterfall with Ikki, despite having a fever. Caught in a sudden storm, they take refuge in an abandoned lodge and Stella's soaked clothing leads to an embarrassing situation. Later, they're attacked by a puppet-user Blazer who controls Golems, but the attack is foiled by the student council members while Student Council President Toka Todo herself deals with the Blazer. Meanwhile, Shizuku returns to the Kurogane mansion to face her father and learns that her next opponent will be Toka Todo.",animation  action  fantasy,twenty-tens,0.6951219512195121,0.4541028373143839,animation  action  fantasy twenty-tens,0,Animation & Drama
Chivalry of a Failed Knight,"Animation, Action, Fantasy",8.3,220.0,2015.0,24 min,"Shizuku's next opponent is none other than the student council president, Toka Todo. In the clash between lightning and water, which blazer will emerge as the victor?",animation  action  fantasy,twenty-tens,0.8048780487804877,0.4927324376224164,animation  action  fantasy twenty-tens,0,Animation & Drama
High School DxD,"Animation, Action, Comedy",7.5,249.0,2012.0,24 min,Issei goes to the Underworld to help and train Riser Phenex who has lost all confidence in himself by the request of Ravel Phenex.,animation  action  comedy,twenty-tens,0.7073170731707316,0.5341642693525581,animation  action  comedy twenty-tens,3,Animation & Comedy
Chivalry of a Failed Knight,"Animation, Action, Fantasy",7.6,202.0,2015.0,24 min,"An innocent kiss shared in secret becomes the catalyst for a scandal, and Ikki is taken by the ethics committee on counts of ""indecent"" behavior with the Crimson Princess.",animation  action  fantasy,twenty-tens,0.7195121951219511,0.4641844769598392,animation  action  fantasy twenty-tens,0,Animation & Drama
Naruto: Shippuden,"Animation, Action, Adventure",5.7,225.0,2007.0,23 min,Sasuke leaves the leaf village in search of power.,animation  action  adventure,two-thousands,0.4878048780487804,0.500250188515038,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",8.5,100.0,2009.0,24 min,"Dorenbalt wipes the memories of the guild members, and another revelation is made about Dorenbalt. Macarov decides to disband the guild while members go on journeys to become stronger.",animation  action  adventure,two-thousands,0.8292682926829267,0.2296072035762564,animation  action  adventure two-thousands,4,Animation & Action
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.5,69.0,2014.0,23 min,"Nozaki introduces Chiyo to Mikoshiba who is one of Nozaki's friends and his manga assistant. Mikoshiba always acts big, but Chiyo gets to know his hidden personality.",animation  comedy  romance,twenty-tens,0.7073170731707316,0.10641031441157929,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.4,65.0,2014.0,23 min,Nozaki wants to create new characters in his manga. Chiyo and Mikoshiba introduce their each friend Yuzuki and Kashima as models to him.,animation  comedy  romance,twenty-tens,0.6951219512195121,0.08663817359604448,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.5,63.0,2014.0,23 min,"Although Mikoshiba is good-looking boy, he has very little chance of finding a girlfriend. And he is into characters from games. Nozaki and Chiyo try to advise him.",animation  comedy  romance,twenty-tens,0.7073170731707316,0.07629799008214702,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.3,61.0,2014.0,23 min,"Chiyo meets Nozaki's editor Miyamae, former Nozaki's editor Maeno, and a girls' manga artist Yukari Miyako through Nozaki.",animation  comedy  romance,twenty-tens,0.6829268292682925,0.06562949247350787,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.8,64.0,2014.0,23 min,"Wakamatsu is suffering from insomnia because Yuzuki drives him crazy. When he visits Nozaki, an awesome singing voice makes him sleep.",animation  comedy  romance,twenty-tens,0.7439024390243901,0.08150785334469478,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.4,57.0,2014.0,23 min,"Nozaki realizes that he is a workaholic, and he is discouraged that. Chiyo takes him to the shopping.",animation  comedy  romance,twenty-tens,0.6951219512195121,0.04321922663186204,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.9,58.0,2014.0,23 min,"Kashima finds a girls' manga that Nozaki drew from Hori's bag. Kashima don't know much about the relationship between Nozaki and Hori, so she feels suspicious about why he has that.",animation  comedy  romance,twenty-tens,0.7560975609756097,0.04896345965860601,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.8,57.0,2014.0,23 min,"It rains heavily after school, Chiyo and Nozaki forgot to bring their umbrella. They try to leave for home together using some typical situations in girls' manga as reference.",animation  comedy  romance,twenty-tens,0.7439024390243901,0.04321922663186204,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.7,57.0,2014.0,23 min,"Miyamae suggests Nozaki to create a story that the minor characters go on a date. Nozaki cannot imagine the story because that characters' models are Wakamatsu and Yuzuki. Meanwhile, Yuzuki asks Wakamatsu to go to a movie.",animation  comedy  romance,twenty-tens,0.7317073170731706,0.04321922663186204,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",7.9,55.0,2014.0,23 min,Nozaki talks with Chiyo about his manga lacks a building up of tension.,animation  comedy  romance,twenty-tens,0.7560975609756097,0.0314275097626826,animation  comedy  romance twenty-tens,2,Animation & Comedy
Monthly Girls' Nozaki-kun,"Animation, Comedy, Romance",8.4,69.0,2014.0,23 min,Chiyo found a gift which she couldn't give to Nozaki on Valentine Day. It moves her again.,animation  comedy  romance,twenty-tens,0.8170731707317073,0.10641031441157929,animation  comedy  romance twenty-tens,2,Animation & Comedy
Fairy Tail,"Animation, Action, Adventure",8.3,91.0,2009.0,24 min,"In this epilogue to the Tartaros saga, the dragons reveal a tragic secret to Fairy Tail, while Natsu makes a vow to Igneel's fading soul. In the aftermath, Makarov dissolves the guild, several members set out on their own quests, and Zeref drops a shocking revelation.",animation  action  adventure,two-thousands,0.8048780487804877,0.1982449232516584,animation  action  adventure two-thousands,4,Animation & Action
Naruto: Shippuden,"Animation, Action, Adventure",5.9,224.0,2007.0,23 min,"Sasuke takes his frustrations out on Naruto and the two begin to fight, this time with their respective new jutsu. Minato steps in just before it turns into a disaster. From this encounter, Sasuke realizes that he is nowhere equal to Naruto in strength and joins the Leaf Police Force, determined to beat him one day.",animation  action  adventure,two-thousands,0.5121951219512194,0.4987600333047351,animation  action  adventure two-thousands,4,Animation & Action
Haikyu!!,"Animation, Comedy, Drama",8.5,514.0,2014.0,24 min,"Ever since losing the Inter-High Preliminaries, Team Karasuno have been training like crazy. When their teacher-in-charge Ittetsu Takeda announces that Karasuno will take part in Nekoma's training camp in Tokyo, Coach Ukai's wishes may just come true.",animation  comedy  drama,twenty-tens,0.8292682926829267,0.77701476271361,animation  comedy  drama twenty-tens,2,Animation & Comedy
Naruto: Shippuden,"Animation, Action, Adventure",5.4,226.0,2007.0,23 min,"The Anbu who attack Naruto and Shikamaru are agents sent by Danzo, who had promised Orochimaru that he would deliver Sasuke safely to him. Luckily, Neji, Lee and Tenten rush to their aid in the nick of time. Meanwhile, Hiruko reveals the truth behind the incident involving Hizashi.",animation  action  adventure,two-thousands,0.4512195121951219,0.5017337646522187,animation  action  adventure two-thousands,4,Animation & Action
Chivalry of a Failed Knight,"Animation, Action, Fantasy",8.4,234.0,2015.0,24 min,"Ikki's final match, against Toka Todo, is to be televised to the whole world. Stella and Alice win their final matches and spots at the Seven Stars Battle Festival. Even though exhausted and wounded from his prior matches and ill-treatment in prison and haunted by self-doubt, Ikki arrives at the arena in time, cheered on by everyone at Hagun Academy. Toka Todo, as well as everyone else, knows that the fight is fixed but still wants to test Ikki's resolve to fight for the weak. As the match begins, Ikki uses a new technique called Ittou Rasetsu, which grants Ikki even greater power for a single strike. He defeats Toka Todo and proposes to Stella in front of the entire world. The Emperor of Vermillion telephones Ikki's father and suggests that their children should not be burdened by their parents' political goals. A ceremony is held honoring the school's six representatives for the Seven Star Sword Arts Festival and Ikki is named the leader/flag-bearer by Toka Todo. Ikki is later seen talking with Stella about his proposal, but before anything can happen, Shizuku and Alice arrive. Shizuku proceeds to create new rules to teach Stella how to become a bride; this angers Stella who retaliates with her own rules.",animation  action  fantasy,twenty-tens,0.8170731707317073,0.5133723115198537,animation  action  fantasy twenty-tens,0,Animation & Drama
Naruto: Shippuden,"Animation, Action, Adventure",5.6,224.0,2007.0,23 min,"Three years have passed since Sasuke joined the Leaf Police Force, and he's now lieutenant. But his abusive Police Force has only increased anxiety within the village, and the Uchiha remain in poor regard. Now that his training with Jiraiya has ended, Naruto returns to Hidden Leaf Village and has an explosive encounter with Sasuke in the middle of town.",animation  action  adventure,two-thousands,0.47560975609756084,0.4987600333047351,animation  action  adventure two-thousands,4,Animation & Action
Naruto: Shippuden,"Animation, Action, Adventure",5.4,226.0,2007.0,23 min,"Naruto reaches the tower Sasuke was heading for, thanks to Neji, Lee and Tenten deterring the agents from the Foundation. But it's too late-Sasuke's already made contact with Orochimaru. Naruto passionately tries to reason with Sasuke, but ultimately their powers collide.",animation  action  adventure,two-thousands,0.4512195121951219,0.5017337646522187,animation  action  adventure two-thousands,4,Animation & Action
Gate,"Animation, Action, Adventure",7.3,60.0,2015.0,24 min,The JSDF and Empire representatives hold a banquet to commemorate their co-operation and co-existence.,animation  action  adventure,twenty-tens,0.6829268292682925,0.06016547860065718,animation  action  adventure twenty-tens,5,Animation & Action
Gate,"Animation, Action, Adventure",7.6,58.0,2015.0,24 min,"An earthquake occurs at the Empire. But when the JSDF make evacuations, they discover Japanese citizens held prisoner.",animation  action  adventure,twenty-tens,0.7195121951219511,0.04896345965860601,animation  action  adventure twenty-tens,5,Animation & Action
Fairy Tail,"Animation, Action, Adventure",7.6,84.0,2009.0,24 min,"After aimlessly wondering around for a week, Natsu and Happy go to Tenrou Island on a pilgrimage. Flashback to 100 years ago, an orphaned Mavis works at a guild who are then attacked by a rival guild.",animation  action  adventure,two-thousands,0.7195121951219511,0.17165245301022047,animation  action  adventure two-thousands,4,Animation & Action
Pokémon,"Animation, Action, Adventure",7.9,126.0,1997.0,21 min,"Bonnie makes a new friend, Ash runs into an old friend, and a terrifying premonition begins to unfold.",animation  action  adventure,nineties,0.7560975609756097,0.30658031680337167,animation  action  adventure nineties,1,Animation & Adventure
Naruto: Shippuden,"Animation, Action, Adventure",5.3,230.0,2007.0,23 min,"Naruto wakes up and is told by Shikamaru that Sasuke is no where to be found, and that the Anbu they were fighting retreated. While Tsunade updates Minato on the shinobi Sasuke attacked when he left the village, Shizune arrives with news someone infiltrated the village. Pain arrives and talks to Tsunade, vowing to cause the village pain. Pain attacks the village with a gigantic Chibaku Tensei. Naruto and the others arrive in the morning to find a crater where Konohagakure was supposed to be, with the Chibaku Tensei floating above it. Neji confirms the chakra of the villagers is inside it with his Byakugan. Naruto meets up with Sakura, who was away on a mission and is also puzzled by what happened. Sakura begins healing Naruto's injuries, and Naruto uses the time to mould sage chakra. Inside the Chibaku Tensei, Minato discovers he can't teleport outside. The Chibaku Tensei begins compacting, and Shikaku and Inoichi begin coordinating a strategy to protect the village from being crushed. Minato asks Hiruzen, Tsunade, and Kushina to help him setting up a Four Crimson Ray Formation to counter the crushing and buy them some time. The Six Paths of Pain meet up with Naruto, who releases a shadow clone, and enters Sage Mode, and they begin fighting. Naruto manages to take out five of the six, but is pinned down by the Deva Path. Hinata comes to his rescue, but is struck down by Pain, causing Naruto to grow six tails. Pain traps Naruto inside another Chibaku Tensei.",animation  action  adventure,two-thousands,0.43902439024390233,0.5076034239240217,animation  action  adventure two-thousands,4,Animation & Action
Gate,"Animation, Action, Adventure",7.1,54.0,2015.0,24 min,"Tuka starts to lose her mind from a dragon-related trauma, which Yao uses to her advantage to get JSDF cooperation.",animation  action  adventure,twenty-tens,0.6585365853658535,0.025372761282544135,animation  action  adventure twenty-tens,5,Animation & Action
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.1,82.0,2016.0,23 min,Haruhiro awakens in the world of Grimgar. We follow him and his party as they become Volunteer Soldiers and struggle to earn a living.,animation  adventure  drama,twenty-tens,0.6585365853658535,0.16365137384369516,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.1,70.0,2016.0,23 min,Haruhiro and the others find a goblin they might be able to defeat. Will they finally overtake their first monster?,animation  adventure  drama,twenty-tens,0.6585365853658535,0.11117676949555384,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.3,70.0,2016.0,24 min,"Haruhiro and his party enjoy their first earnings as they get used to life in Grimgar, but continue to work hard to live.",animation  adventure  drama,twenty-tens,0.6829268292682925,0.11117676949555384,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",8.1,82.0,2016.0,23 min,"Haruhiro and his party continue to grow stronger and learn new skills, but an unexpected challenge changes everything.",animation  adventure  drama,twenty-tens,0.7804878048780486,0.16365137384369516,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.7,68.0,2016.0,23 min,Haruhiro and his party are dealing with the death of a teammate and figuring out what's next. Will they get their party back together to survive?,animation  adventure  drama,twenty-tens,0.7317073170731706,0.1015752748903348,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.6,67.0,2016.0,24 min,"Haruhiro and his party are figuring out how to continue fighting without Manato, and we learn about Mary's past.",animation  adventure  drama,twenty-tens,0.7195121951219511,0.09666964836132377,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.6,63.0,2016.0,24 min,Haruhiro and his party now know Mary's past and try to have better teamwork within the party.,animation  adventure  drama,twenty-tens,0.7195121951219511,0.07629799008214702,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.9,61.0,2016.0,23 min,Haruhiro and his party are finally facing the same group of goblins that killed Manato. Will they be able to avenge Manato?,animation  adventure  drama,twenty-tens,0.7560975609756097,0.06562949247350787,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.0,61.0,2016.0,24 min,Haruhiro and his party take the day off and use this time to rest and prepare for their next challenges.,animation  adventure  drama,twenty-tens,0.646341463414634,0.06562949247350787,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.4,60.0,2016.0,24 min,Haruhiro and his party go into the Cyrene Mine where they encounter kobolds and have to deal with Ranta's lack of cooperation.,animation  adventure  drama,twenty-tens,0.6951219512195121,0.06016547860065718,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",7.9,62.0,2016.0,24 min,Haruhiro and his party encounter Death Spots and reach the floor where Mary's original party died. Will they be able to get away safely?,animation  adventure  drama,twenty-tens,0.7560975609756097,0.07100607836375601,animation  adventure  drama twenty-tens,6,Animation & Drama
"Grimgar, Ashes and Illusions","Animation, Adventure, Drama",8.4,75.0,2016.0,23 min,Haruhiro and his party are in the Cyrene Mine. Ranta got separated from the party and is fending off kobolds alone. Can they all get out alive?,animation  adventure  drama,twenty-tens,0.8170731707317073,0.13404473726844518,animation  adventure  drama twenty-tens,6,Animation & Drama
Naruto: Shippuden,"Animation, Action, Adventure",5.1,231.0,2007.0,23 min,"Seeing Hinata almost die triggers Naruto's anger and he goes into Nine Tails State. Naruto's power is enormous, but Pain releases his jutsu to seal him away. Hatred consumes Naruto as he tries to break the seal. With Naruto unable to calmly control the Nine Tails' power, the village steadily heads toward destruction.",animation  action  adventure,two-thousands,0.4146341463414633,0.5090549572793039,animation  action  adventure two-thousands,4,Animation & Action
Gate,"Animation, Action, Adventure",7.8,54.0,2015.0,24 min,"Itami takes Tula, Rory and Lelei to stop the dragon. Meanwhile, an assassination attempt occurs and an investigation takes place.",animation  action  adventure,twenty-tens,0.7439024390243901,0.025372761282544135,animation  action  adventure twenty-tens,5,Animation & Action
Bubblegum Crisis,"Animation, Action, Fantasy",6.9,50.0,1987.0,47 min,"The Knight Sabers are hired to rescue a little girl named Cynthia from a group of kidnappers, but the girl is far more than she seems...",animation  action  fantasy,classic,0.6341463414634145,0.0,animation  action  fantasy classic,0,Animation & Drama
One Piece,"Animation, Action, Adventure",7.8,610.0,1999.0,,All the gladiators from the Colosseum get recovered by Mansherry's healing ability and they start stopping the bird cage along with Zoro and the others which has fastened up.,animation  action  adventure,nineties,0.7439024390243901,0.8344522961320501,animation  action  adventure nineties,1,Animation & Adventure
Gate,"Animation, Action, Adventure",8.1,56.0,2015.0,24 min,Itami battles the Fire Dragon.,animation  action  adventure,twenty-tens,0.7804878048780486,0.03737508890712157,animation  action  adventure twenty-tens,5,Animation & Action
Pokémon,"Animation, Action, Adventure",6.8,81.0,1997.0,21 min,"As the gang continue their travels with their new Pokémon friend, ""Squishy"", a Quilladin appears and falls head over heels for Eevee. Meanwhile, Team Rocket set their sights on capturing Squishy.",animation  action  adventure,nineties,0.621951219512195,0.15957823974000848,animation  action  adventure nineties,1,Animation & Adventure
One Piece,"Animation, Action, Adventure",7.6,494.0,1999.0,,"The Marines and citizens on Dressrosa take part in the effort to halt the Birdcage, and briefly manage to bring it to a standstill.",animation  action  adventure,nineties,0.7195121951219511,0.7637049258547804,animation  action  adventure nineties,1,Animation & Adventure
One Piece,"Animation, Action, Adventure",8.0,671.0,1999.0,,Luffy regains his Haki and appears before Doflamingo.,animation  action  adventure,nineties,0.7682926829268292,0.8664293226962425,animation  action  adventure nineties,1,Animation & Adventure
Gate,"Animation, Action, Adventure",7.5,52.0,2015.0,24 min,"Itami's group heads to the Magic City of Rondel, where Lelei plans to hold a presentation to her fellow mages. Meanwhile, the Emperor becomes sick and his cruel son Zorzal takes the throne.",animation  action  adventure,twenty-tens,0.7073170731707316,0.012925803160759206,animation  action  adventure twenty-tens,5,Animation & Action
Gate,"Animation, Action, Adventure",7.4,51.0,2015.0,24 min,"Lelei is forced into a duel with her jealous sister Arpeggio. However, an assassination attempt occurs.",animation  action  adventure,twenty-tens,0.6951219512195121,0.006525048695798227,animation  action  adventure twenty-tens,5,Animation & Action
Showa Genroku Rakugo Shinju,"Animation, Comedy, Drama",8.2,88.0,2016.0,48 min,"After being released from prison, aspiring storyteller Kyoji begs the great actor Kikuhiko to take him as apprentice, and teach him the art of rakugo.",animation  comedy  drama,twenty-tens,0.7926829268292681,0.1871048052859702,animation  comedy  drama twenty-tens,2,Animation & Comedy
Pokémon,"Animation, Action, Adventure",7.2,73.0,1997.0,21 min,"The gang come across a Litleo arguing with a Pyroar. When they learn it is time for Litleo to become independent, they decide to watch it from afar. However, Team Rocket has other plans.",animation  action  adventure,nineties,0.6707317073170731,0.1250834208893111,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",7.1,75.0,1997.0,21 min,"As the heroes and Team Rocket go to sleep, a Darkrai appears and casts dream spells on them. This places Pikachu and Meowth in Squishy's dreams. The two begin to see the past and future of Squishy as well as the gang's Pokémon.",animation  action  adventure,nineties,0.6585365853658535,0.13404473726844518,animation  action  adventure nineties,1,Animation & Adventure
Naruto: Shippuden,"Animation, Action, Adventure",7.8,382.0,2007.0,23 min,"Having experienced the Great Ninja War as a young child, Itachi constantly questions the meaning the life and death, distancing him from other children his age. Soon after entering the Academy, Itachi exhibits his genius and finds himself at the top of his class.",animation  action  adventure,two-thousands,0.7439024390243901,0.6775057195964542,animation  action  adventure two-thousands,4,Animation & Action
Naruto: Shippuden,"Animation, Action, Adventure",7.7,399.0,2007.0,23 min,"The shinobi under Madara's Infinite Tsukuyomi continue to slumber and have pleasant dreams. Meanwhile, Naruto and the others have escaped the genjutsu, thanks to Sasuke's protective Susano'o. As Sasuke starts remembering the death of Itachi, his Sharingan starts to resonate and show him the truth that Itachi never spoke a word of.",animation  action  adventure,two-thousands,0.7317073170731706,0.6920993300273823,animation  action  adventure two-thousands,4,Animation & Action
Naruto: Shippuden,"Animation, Action, Adventure",5.8,232.0,2007.0,23 min,"Naruto wants to bring Sasuke back to the village, but Sasuke burns with a desire to bring Naruto down. Why is Sasuke so confrontational, and how did his feelings toward Naruto develop? The truth rises to the surface during Sasuke's relentless attack. Where will this battle lead? Find out in the conclusion of the ""Jiraiya Ninja Scrolls.""",animation  action  adventure,two-thousands,0.4999999999999999,0.5105002474610792,animation  action  adventure two-thousands,4,Animation & Action
Naruto: Shippuden,"Animation, Action, Adventure",4.8,279.0,2007.0,23 min,"Several months after Pain's attack, Jiraiya arrives with intel regarding the Akatsuki, who are attacking shinobi villages and kidnapping their Kage and jonin. He also reveals that Sasuke is working with them. Naruto is determined to bring his friend and comrade Sasuke back, once and for all.",animation  action  adventure,two-thousands,0.37804878048780477,0.5722460450590209,animation  action  adventure two-thousands,4,Animation & Action
Gate,"Animation, Action, Adventure",7.5,52.0,2015.0,24 min,"Zorzal creates a secret police to maintain control and silence any JSDF allies. Sherry Tyueri rushes to meet her lover, JSDF ambassador Kouji Sugawara for asylum.",animation  action  adventure,twenty-tens,0.7073170731707316,0.012925803160759206,animation  action  adventure twenty-tens,5,Animation & Action
Pokémon,"Animation, Action, Adventure",6.7,73.0,1997.0,21 min,"Ash and his friends run across Nurse Joy, who is stuck in a crevice. When they help her, they discover that Nurse Joy and her Audino do not always get along. Nurse Joy hopes the Mega Stone she found will help create a deeper bond between the two.",animation  action  adventure,nineties,0.6097560975609755,0.1250834208893111,animation  action  adventure nineties,1,Animation & Adventure
Yu Yu Hakusho: Ghost Files,"Animation, Action, Adventure",7.9,141.0,1992.0,23 min,"The protagonists prepare to sail home since the tournament has ended. In the Spirit World, the Younger Toguro demands to go to the most brutal level of the underworld to repent for his deeds in life. It is explained that the Younger Toguro had been psychologically scarred fifty years ago by a demon named Kairin, who killed all the students of his dojo. Genkai confronts the Younger Toguro for blaming himself for his wrongdoings. Genkai is resurrected in the Living World as the prize for winning the tournament.",animation  action  adventure,nineties,0.7560975609756097,0.34409463481927477,animation  action  adventure nineties,1,Animation & Adventure
Fairy Tail,"Animation, Action, Adventure",7.8,78.0,2009.0,24 min,"Mavis encounters treasure hunter Yuri Dreyar on Tenroujima and accepts his mind game challenge over the Tenrou Jade. This eventually leads to the beginning of a journey, but will Mavis's oldest and only friend Zera agree to go?",animation  action  adventure,two-thousands,0.7439024390243901,0.1470539534740008,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",7.6,76.0,2009.0,24 min,"With no wind, the ship isn't going any where. Mavis takes advantage of the situation and explores and underwater shrine, but she runs into trouble.",animation  action  adventure,two-thousands,0.7195121951219511,0.13843734163790367,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",7.7,73.0,2009.0,24 min,The crew finally arrives in Hargeon. Mavis and Precht go searching for information when they come across a shady bar.,animation  action  adventure,two-thousands,0.7317073170731706,0.1250834208893111,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",7.4,73.0,2009.0,24 min,"Yuri and Warrod argue, and Precht tells the story of when they tried to find the rainbow flower. A nasty surprise is waiting for them in Magnolia.",animation  action  adventure,two-thousands,0.6951219512195121,0.1250834208893111,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",7.7,73.0,2009.0,24 min,"The group finds that Magnolia has been taken over by Blue Skull. When they fight, the Master sees through Mavis's illusions, rendering her magic useless against them.",animation  action  adventure,two-thousands,0.7317073170731706,0.1250834208893111,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",7.7,74.0,2009.0,24 min,"After their defeat by Blue Skull, Mavis encounters Zeref in the forest and convinces him to teach her and the group to use magic.",animation  action  adventure,two-thousands,0.7317073170731706,0.12959395101861682,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",7.5,73.0,2009.0,24 min,Mavis convinces the people of the town to join them and stand against Blue Skull. Yuri finds the Tenrou Orb but is cursed upon touching it.,animation  action  adventure,two-thousands,0.7073170731707316,0.1250834208893111,animation  action  adventure two-thousands,4,Animation & Action
Fairy Tail,"Animation, Action, Adventure",8.4,86.0,2009.0,24 min,"Mavis defeats the dragon using a spell Zeref taught her, but using it before mastering it comes at a price. A shocking revelation about Zera is revealed.",animation  action  adventure,two-thousands,0.8170731707317073,0.17946744359425937,animation  action  adventure two-thousands,4,Animation & Action
